name,id,primaryCuisineId,address,chainCode,chainName,chainMainCode,cuisines,heroImage,heroListingImage,latitude,longitude,minimumDeliveryTime,minimumDeliveryTimeUpperLimit,minimumDeliveryTimeLowerLimit,minimumOrderAmount,minimumPickupTime,postCode,rating,urlKey,reviewNumber,vendorPoints,webPath,legalName,tradeRegisterNumber,customerPhone,vertical,deliveryProvider,isActive,is_best_in_city,is_new,is_delivery_enabled,is_pickup_enabled,is_service_fee_enabled,is_test,is_promoted
Rehmat Sweets and Bakers,83247,77,M9 MOTORWAY NEAR USMANIA RESTAURANT BAHRIA TOWN KARACHI,,,,"Cakes & Bakery, Ice Cream, Wraps & Rolls, Samosa, Savouries",https://images.deliveryhero.io/image/fd-pk/LH/dp5t-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dp5t-listing.jpg,24.9888426,67.3045603,0,,,0,15,75340,3.4,rehmat-sweets-and-bakers-dp5t,19,0,https://foodpanda.pk/restaurant/dp5t/rehmat-sweets-and-bakers-dp5t,MUHAMMAD AHMED,+923008265506,+923008265506,restaurants,dine_in,true,false,false,true,true,false,false,false
Rehmat Sweets and Bakers,83247,77,M9 MOTORWAY NEAR USMANIA RESTAURANT BAHRIA TOWN KARACHI,,,,"Cakes & Bakery, Ice Cream, Wraps & Rolls, Samosa, Savouries",https://images.deliveryhero.io/image/fd-pk/LH/dp5t-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dp5t-listing.jpg,24.9888426,67.3045603,0,,,0,15,75340,3.4,rehmat-sweets-and-bakers-dp5t,19,0,https://foodpanda.pk/restaurant/dp5t/rehmat-sweets-and-bakers-dp5t,MUHAMMAD AHMED,+923008265506,+923008265506,restaurants,dine_in,true,false,false,true,true,false,false,false
Buhfay Bistro - BUH,93661,86,"A-3/7, Regency Apartment, near Discovery medicos, Block 4 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",,,,"Beverages, Savouries, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/kjy5-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/kjy5-listing.jpg,24.932417,67.1014883,0,,,0,15,75230,4.6,buhfay-bistro-buh,12,8825,https://foodpanda.pk/restaurant/kjy5/buhfay-bistro-buh,Noman Ahmed,+923323472404,+923318464488,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Buhfay Bistro - BUH,93661,86,"A-3/7, Regency Apartment, near Discovery medicos, Block 4 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",,,,"Beverages, Savouries, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/kjy5-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/kjy5-listing.jpg,24.932417,67.1014883,0,,,0,15,75230,4.6,buhfay-bistro-buh,12,8825,https://foodpanda.pk/restaurant/kjy5/buhfay-bistro-buh,Noman Ahmed,+923323472404,+923318464488,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Food Tonight Restaurant,93007,86,"B-52, 15/A Moulana Yousuf Ludhyanvi Road, Malik Co-Operative Housing Society Gulzar E Hijri Scheme 33, Karachi, 75330",,,,"Beverages, Sandwiches, Chinese, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/hc0p-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/hc0p-listing.jpg,24.95352585,67.10967505,0,,,0,15,75330,4.4,food-tonight-restaurant,4,0,https://foodpanda.pk/restaurant/hc0p/food-tonight-restaurant,Abu Muhammad Farhan Syed,+923102101371,+923102101371,restaurants,dine_in,true,false,false,true,true,false,false,false
Food Tonight Restaurant,93007,86,"B-52, 15/A Moulana Yousuf Ludhyanvi Road, Malik Co-Operative Housing Society Gulzar E Hijri Scheme 33, Karachi, 75330",,,,"Beverages, Sandwiches, Chinese, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/hc0p-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/hc0p-listing.jpg,24.95352585,67.10967505,0,,,0,15,75330,4.4,food-tonight-restaurant,4,0,https://foodpanda.pk/restaurant/hc0p/food-tonight-restaurant,Abu Muhammad Farhan Syed,+923102101371,+923102101371,restaurants,dine_in,true,false,false,true,true,false,false,false
Mashallah  Foods,77524,139,C-10 sudias Abdullah ground floor Al madina society main Korangi road near Bb banquet,,,,"Beverages, Pakistani, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/f25m-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f25m-listing.jpg,24.8183879,67.11898235,0,,,0,15,74600,3.1,mashallah-foods-f25m,417,12568,https://foodpanda.pk/restaurant/f25m/mashallah-foods-f25m,RABIYA MUGHEES,+923102147576,+923052079325,"beverages, bakery, party_supplies, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert, street_food",platform_delivery,true,false,false,true,true,false,false,false
Mashallah  Foods,77524,139,C-10 sudias Abdullah ground floor Al madina society main Korangi road near Bb banquet,,,,"Beverages, Pakistani, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/f25m-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f25m-listing.jpg,24.8183879,67.11898235,0,,,0,15,74600,3.1,mashallah-foods-f25m,417,12568,https://foodpanda.pk/restaurant/f25m/mashallah-foods-f25m,RABIYA MUGHEES,+923102147576,+923052079325,"beverages, bakery, party_supplies, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert, street_food",platform_delivery,true,false,false,true,true,false,false,false
Karachi Fried House,76616,85,SHOP NO 4C AND 4D Sky View Building Plot No 26 Frere Road,,,,"Wraps & Rolls, BBQ, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u4p7-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u4p7-listing.jpg,24.85659145,67.0159652,17020,180,160,0,25,75500,4.2,karachi-fried-house,517,13462,https://foodpanda.pk/restaurant/u4p7/karachi-fried-house,KARACHI HALEEM,+923111100534,+923132328851,restaurants,dine_in,true,false,false,true,true,false,false,false
Karachi Fried House,76616,85,SHOP NO 4C AND 4D Sky View Building Plot No 26 Frere Road,,,,"Wraps & Rolls, BBQ, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u4p7-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u4p7-listing.jpg,24.85659145,67.0159652,17020,180,160,0,25,75500,4.2,karachi-fried-house,517,13462,https://foodpanda.pk/restaurant/u4p7/karachi-fried-house,KARACHI HALEEM,+923111100534,+923132328851,restaurants,dine_in,true,false,false,true,true,false,false,false
Walkeaze - Bahadurabad,92519,0,"Bahadurabad Arcade, Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh",,,,,https://images.deliveryhero.io/image/fd-pk/LH/bqa1-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/bqa1-listing.jpg,24.881477,67.06686276,17020,180,160,0,10,72200,0,walkeaze-bahadurabad,0,0,https://foodpanda.pk/restaurant/bqa1/walkeaze-bahadurabad,WALKEAZE CLASSIC,+923343452131,+923343452131,"sports_and_fashion, fashion",platform_delivery,true,false,false,true,false,false,false,false
Walkeaze - Bahadurabad,92519,0,"Bahadurabad Arcade, Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh",,,,,https://images.deliveryhero.io/image/fd-pk/LH/bqa1-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/bqa1-listing.jpg,24.881477,67.06686276,17020,180,160,0,10,72200,0,walkeaze-bahadurabad,0,0,https://foodpanda.pk/restaurant/bqa1/walkeaze-bahadurabad,WALKEAZE CLASSIC,+923343452131,+923343452131,"sports_and_fashion, fashion",platform_delivery,true,false,false,true,false,false,false,false
Hanifia - Dha,7252,86,"Adress Shop No 3, Khayban.e.Shamsheer , Lane 4 Khadda Market Near Meat One DHA Karachi.",ce6fx,Hanifia,j3zb,"Sandwiches, Burgers, Fast Food, Broast",https://images.deliveryhero.io/image/fd-pk/LH/t1ku-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t1ku-listing.jpg,24.8132947,67.0484003,17015,180,160,0,15,75500,4.2,hanifia-dha,2146,12979,https://foodpanda.pk/restaurant/t1ku/hanifia-dha,M AFZAL SAEED,,+923334264342,restaurants,dine_in,true,false,false,true,true,false,false,false
Hanifia - Dha,7252,86,"Adress Shop No 3, Khayban.e.Shamsheer , Lane 4 Khadda Market Near Meat One DHA Karachi.",ce6fx,Hanifia,j3zb,"Sandwiches, Burgers, Fast Food, Broast",https://images.deliveryhero.io/image/fd-pk/LH/t1ku-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t1ku-listing.jpg,24.8132947,67.0484003,17015,180,160,0,15,75500,4.2,hanifia-dha,2146,12979,https://foodpanda.pk/restaurant/t1ku/hanifia-dha,M AFZAL SAEED,,+923334264342,restaurants,dine_in,true,false,false,true,true,false,false,false
Al Madina Pakwan & Biryani Center,85445,139,"Al Madina Pakwan & Biryani Center, Patel para Darban bazar, Karachi",,,,"Pulao, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/f26b-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f26b-listing.jpg,24.8855906,67.0358354,0,,,0,15,75260,3.8,al-madina-pakwan-and-biryani-center,16,0,https://foodpanda.pk/restaurant/f26b/al-madina-pakwan-and-biryani-center,Muhammad Arshad,+923132356197,+923132356197,restaurants,dine_in,true,false,false,true,true,false,false,false
Al Madina Pakwan & Biryani Center,85445,139,"Al Madina Pakwan & Biryani Center, Patel para Darban bazar, Karachi",,,,"Pulao, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/f26b-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f26b-listing.jpg,24.8855906,67.0358354,0,,,0,15,75260,3.8,al-madina-pakwan-and-biryani-center,16,0,https://foodpanda.pk/restaurant/f26b/al-madina-pakwan-and-biryani-center,Muhammad Arshad,+923132356197,+923132356197,restaurants,dine_in,true,false,false,true,true,false,false,false
Picky Pickers Veggies,86821,0,Plot no F 104 Al Falah Shamsi society Malir,,,,,https://images.deliveryhero.io/image/fd-pk/LH/wmyp-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/wmyp-listing.jpg,24.8772633,67.1695269,17040,180,160,0,10,75400,0,picky-pickers-veggies,0,0,https://foodpanda.pk/restaurant/wmyp/picky-pickers-veggies,AA SERVICES,+923323051985,+923323051985,"fruits_and_vegetables, groceries",platform_delivery,true,false,false,true,false,false,false,false
Picky Pickers Veggies,86821,0,Plot no F 104 Al Falah Shamsi society Malir,,,,,https://images.deliveryhero.io/image/fd-pk/LH/wmyp-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/wmyp-listing.jpg,24.8772633,67.1695269,17040,180,160,0,10,75400,0,picky-pickers-veggies,0,0,https://foodpanda.pk/restaurant/wmyp/picky-pickers-veggies,AA SERVICES,+923323051985,+923323051985,"fruits_and_vegetables, groceries",platform_delivery,true,false,false,true,false,false,false,false
Yaadgar Halwa Puri,71405,139,"Bismillah Rd, Central Jacob Lines Karachi, Karachi City, Sindh",,,,"Halwa Puri, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/vbg2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vbg2-listing.jpg,24.8671506,67.0360193,0,,,0,15,74400,4.2,yaadgar-halwa-puri,2016,16624,https://foodpanda.pk/restaurant/vbg2/yaadgar-halwa-puri,Tahir Ahmed Qureshi,+923456166026,+923456166026,restaurants,dine_in,true,false,false,true,true,false,false,false
Yaadgar Halwa Puri,71405,139,"Bismillah Rd, Central Jacob Lines Karachi, Karachi City, Sindh",,,,"Halwa Puri, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/vbg2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vbg2-listing.jpg,24.8671506,67.0360193,0,,,0,15,74400,4.2,yaadgar-halwa-puri,2016,16624,https://foodpanda.pk/restaurant/vbg2/yaadgar-halwa-puri,Tahir Ahmed Qureshi,+923456166026,+923456166026,restaurants,dine_in,true,false,false,true,true,false,false,false
The Royal Chef,94267,139,"Albader area S-7/71,3rd floor A-6, shamsi society , near wirless gate , malir , karachi",,,,"Beverages, Paratha, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/qcx9-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/qcx9-listing.jpg,24.8801746,67.1704859,17045,180,160,0,10,74600,4.3,the-royal-chef,25,18361,https://foodpanda.pk/restaurant/qcx9/the-royal-chef,SYED NOSHAD ALI,+923422036837,+923422036837,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
The Royal Chef,94267,139,"Albader area S-7/71,3rd floor A-6, shamsi society , near wirless gate , malir , karachi",,,,"Beverages, Paratha, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/qcx9-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/qcx9-listing.jpg,24.8801746,67.1704859,17045,180,160,0,10,74600,4.3,the-royal-chef,25,18361,https://foodpanda.pk/restaurant/qcx9/the-royal-chef,SYED NOSHAD ALI,+923422036837,+923422036837,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Ice Cream City Falooda & Juice,87839,110,"House no. C32, Opposite Makhdoom Bilawal Society, Kiran Hospital Road, Gulzar-e-Hijri Scheme 33, Karachi",,,,"Ice Cream, Shakes, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/vsgi-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vsgi-listing.jpg,24.9525556,67.1389444,0,,,0,15,75290,4.4,ice-cream-city-falooda-and-juice,69,19182,https://foodpanda.pk/restaurant/vsgi/ice-cream-city-falooda-and-juice,SHAKEELA BIBI,+923312645743,+923312645748,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Ice Cream City Falooda & Juice,87839,110,"House no. C32, Opposite Makhdoom Bilawal Society, Kiran Hospital Road, Gulzar-e-Hijri Scheme 33, Karachi",,,,"Ice Cream, Shakes, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/vsgi-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vsgi-listing.jpg,24.9525556,67.1389444,0,,,0,15,75290,4.4,ice-cream-city-falooda-and-juice,69,19182,https://foodpanda.pk/restaurant/vsgi/ice-cream-city-falooda-and-juice,SHAKEELA BIBI,+923312645743,+923312645748,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Mustafa shermal & nihari house,55145,139,House no 21 sec 6e mujahidaabad near jama masjid bilal orangi town 1no Karachi sindh,,,,"Pakistani, Haleem, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/f9cw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f9cw-listing.jpg,24.9385375,67.0111177,0,,,0,15,74500,4,mustafa-shermal-and-nihari-house,130,0,https://foodpanda.pk/restaurant/f9cw/mustafa-shermal-and-nihari-house,MUHAMMAD WAQAS,+923058250980,+923058250980,restaurants,dine_in,true,false,false,true,true,false,false,false
Mustafa shermal & nihari house,55145,139,House no 21 sec 6e mujahidaabad near jama masjid bilal orangi town 1no Karachi sindh,,,,"Pakistani, Haleem, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/f9cw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/f9cw-listing.jpg,24.9385375,67.0111177,0,,,0,15,74500,4,mustafa-shermal-and-nihari-house,130,0,https://foodpanda.pk/restaurant/f9cw/mustafa-shermal-and-nihari-house,MUHAMMAD WAQAS,+923058250980,+923058250980,restaurants,dine_in,true,false,false,true,true,false,false,false
Haleem House,93252,139,"Liaquat Ali Khan Rd, Opposite Saeed Super Store Model Colony Karachi",,,,"Beverages, Pakistani, Haleem",https://images.deliveryhero.io/image/fd-pk/LH/s6z3-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6z3-listing.jpg,24.90193557,67.19191908,17045,180,160,0,10,75100,4.1,haleem-house-s6z3,59,11371,https://foodpanda.pk/restaurant/s6z3/haleem-house-s6z3,Muhammad Jibran,+923172646717,+923172646717,restaurants,dine_in,true,false,false,true,true,false,false,false
Haleem House,93252,139,"Liaquat Ali Khan Rd, Opposite Saeed Super Store Model Colony Karachi",,,,"Beverages, Pakistani, Haleem",https://images.deliveryhero.io/image/fd-pk/LH/s6z3-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6z3-listing.jpg,24.90193557,67.19191908,17045,180,160,0,10,75100,4.1,haleem-house-s6z3,59,11371,https://foodpanda.pk/restaurant/s6z3/haleem-house-s6z3,Muhammad Jibran,+923172646717,+923172646717,restaurants,dine_in,true,false,false,true,true,false,false,false
Jacobs Kitchen,82588,85,"building 11/C, Bukhari Commercial Lane 11 (backside), Bukhari Phase 6, DHA Karachi",ck8tz,Jacobs Kitchen,zp3r,Burgers,https://images.deliveryhero.io/image/fd-pk/LH/zp3r-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/zp3r-listing.jpg,24.7938049,67.0633053,17020,180,160,0,15,7896633,4.4,jacobs-kitchen,60,20088,https://foodpanda.pk/restaurant/zp3r/jacobs-kitchen,NAVEED ALI SHAH,+923199322627,+923199322627,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Jacobs Kitchen,82588,85,"building 11/C, Bukhari Commercial Lane 11 (backside), Bukhari Phase 6, DHA Karachi",ck8tz,Jacobs Kitchen,zp3r,Burgers,https://images.deliveryhero.io/image/fd-pk/LH/zp3r-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/zp3r-listing.jpg,24.7938049,67.0633053,17020,180,160,0,15,7896633,4.4,jacobs-kitchen,60,20088,https://foodpanda.pk/restaurant/zp3r/jacobs-kitchen,NAVEED ALI SHAH,+923199322627,+923199322627,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
A One Snacks - Defence Market,6544,139,"42 D, Defense Market A Phase 2 DHA Karachi",ci7ol,A One Snacks,s6xo,"Shakes, Paratha, Pakistani, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/s6xo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6xo-listing.jpg,24.841491,67.05714,17025,180,160,0,15,75500,4.2,a-one-snacks-defence-market,7187,15225,https://foodpanda.pk/restaurant/s6xo/a-one-snacks-defence-market,A-ONE SNACKS 2,,+923328266992,restaurants,dine_in,true,false,false,true,true,false,false,false
A One Snacks - Defence Market,6544,139,"42 D, Defense Market A Phase 2 DHA Karachi",ci7ol,A One Snacks,s6xo,"Shakes, Paratha, Pakistani, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/s6xo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6xo-listing.jpg,24.841491,67.05714,17025,180,160,0,15,75500,4.2,a-one-snacks-defence-market,7187,15225,https://foodpanda.pk/restaurant/s6xo/a-one-snacks-defence-market,A-ONE SNACKS 2,,+923328266992,restaurants,dine_in,true,false,false,true,true,false,false,false
Mr. Chinese,91382,74,"House no. A/28, Block 14 Gulistan-e-Jauhar, Karachi",,,,"Beverages, Desserts, Chinese",https://images.deliveryhero.io/image/fd-pk/LH/g58i-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/g58i-listing.jpg,24.91834975,67.13200281,0,,,0,15,75290,3.5,mr-chinese-g58i,56,11958,https://foodpanda.pk/restaurant/g58i/mr-chinese-g58i,GUL AHMAD,+923082037709,+923082037709,home_based_kitchen,platform_delivery,true,false,false,true,true,false,false,false
Mr. Chinese,91382,74,"House no. A/28, Block 14 Gulistan-e-Jauhar, Karachi",,,,"Beverages, Desserts, Chinese",https://images.deliveryhero.io/image/fd-pk/LH/g58i-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/g58i-listing.jpg,24.91834975,67.13200281,0,,,0,15,75290,3.5,mr-chinese-g58i,56,11958,https://foodpanda.pk/restaurant/g58i/mr-chinese-g58i,GUL AHMAD,+923082037709,+923082037709,home_based_kitchen,platform_delivery,true,false,false,true,true,false,false,false
Peshawari Ice Cream- khada market,77437,110,"Shop 3, Near Abdul Aziz Masjid, Khayaban e Mujahid, DHA Phase V, khi",,,,"Ice Cream, Shakes, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/w2e0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w2e0-listing.jpg,24.81178415,67.0501479,0,,,0,15,75500,4,peshawari-ice-cream-khada-market,119,12221,https://foodpanda.pk/restaurant/w2e0/peshawari-ice-cream-khada-market,MEHROZ KHAN,+923333669353,+923333669353,restaurants,dine_in,true,false,false,true,true,false,false,false
Peshawari Ice Cream- khada market,77437,110,"Shop 3, Near Abdul Aziz Masjid, Khayaban e Mujahid, DHA Phase V, khi",,,,"Ice Cream, Shakes, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/w2e0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w2e0-listing.jpg,24.81178415,67.0501479,0,,,0,15,75500,4,peshawari-ice-cream-khada-market,119,12221,https://foodpanda.pk/restaurant/w2e0/peshawari-ice-cream-khada-market,MEHROZ KHAN,+923333669353,+923333669353,restaurants,dine_in,true,false,false,true,true,false,false,false
Roll n Spicy,39921,121,Shop no 2 contonment board markit sector B bhittai colony main Korangi crossing,,,,"Wraps & Rolls, BBQ, Paratha, Pakistani, Seafood, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w2co-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w2co-listing.jpg,24.8166193,67.1082564,0,,,0,12,75190,3.9,roll-n-spicy,1183,13396,https://foodpanda.pk/restaurant/w2co/roll-n-spicy,Munaf,,+923132615061,restaurants,dine_in,true,false,false,true,true,false,false,false
Roll n Spicy,39921,121,Shop no 2 contonment board markit sector B bhittai colony main Korangi crossing,,,,"Wraps & Rolls, BBQ, Paratha, Pakistani, Seafood, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w2co-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w2co-listing.jpg,24.8166193,67.1082564,0,,,0,12,75190,3.9,roll-n-spicy,1183,13396,https://foodpanda.pk/restaurant/w2co/roll-n-spicy,Munaf,,+923132615061,restaurants,dine_in,true,false,false,true,true,false,false,false
Mad Wraps,91789,86,"Shop#01, Samama Hill View Apartment, Block 20 Block 16 A Gulistan-e-Johar, Karachi",,,,"Shawarma, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/eb83-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/eb83-listing.jpg,24.9097218,67.1153507,0,,,0,15,07599,3.7,mad-wraps,134,16760,https://foodpanda.pk/restaurant/eb83/mad-wraps,MUHAMMAD ABDULLAH ANSARI,+923354901558,+923354901558,restaurants,dine_in,true,false,false,true,true,false,false,false
Mad Wraps,91789,86,"Shop#01, Samama Hill View Apartment, Block 20 Block 16 A Gulistan-e-Johar, Karachi",,,,"Shawarma, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/eb83-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/eb83-listing.jpg,24.9097218,67.1153507,0,,,0,15,07599,3.7,mad-wraps,134,16760,https://foodpanda.pk/restaurant/eb83/mad-wraps,MUHAMMAD ABDULLAH ANSARI,+923354901558,+923354901558,restaurants,dine_in,true,false,false,true,true,false,false,false
Blue Ribbon Bakery - Opp. Aladin Park,73770,77,"Block 10-A Block 10 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan",cn4ts,Blue Ribbon Bakery,zaet,"Cakes & Bakery, Ice Cream, Wraps & Rolls, Samosa, Savouries, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/i1km-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/i1km-listing.jpg,24.91083133,67.10552305,17025,180,160,0,5,75300,4.3,blue-ribbon-bakery-opp-aladin-park,625,13292,https://foodpanda.pk/restaurant/i1km/blue-ribbon-bakery-opp-aladin-park,Hamza Jafri,+922134990349,+923226259090,restaurants,dine_in,true,false,false,true,true,false,false,false
Blue Ribbon Bakery - Opp. Aladin Park,73770,77,"Block 10-A Block 10 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan",cn4ts,Blue Ribbon Bakery,zaet,"Cakes & Bakery, Ice Cream, Wraps & Rolls, Samosa, Savouries, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/i1km-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/i1km-listing.jpg,24.91083133,67.10552305,17025,180,160,0,5,75300,4.3,blue-ribbon-bakery-opp-aladin-park,625,13292,https://foodpanda.pk/restaurant/i1km/blue-ribbon-bakery-opp-aladin-park,Hamza Jafri,+922134990349,+923226259090,restaurants,dine_in,true,false,false,true,true,false,false,false
Pizza Studio,7882,73,Buffer-zone R-899 SHOP NO 1 15-A/2 Near Asad Biryani and Haroon Shopping center,,,,"BBQ, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/t1jw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t1jw-listing.jpg,24.956691,67.062667,0,,,0,12,75500,4,pizza-studio,4555,15305,https://foodpanda.pk/restaurant/t1jw/pizza-studio,AFTAB ALAM,+923212910993,+923212910993,restaurants,dine_in,true,false,false,true,true,false,false,false
Pizza Studio,7882,73,Buffer-zone R-899 SHOP NO 1 15-A/2 Near Asad Biryani and Haroon Shopping center,,,,"BBQ, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/t1jw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t1jw-listing.jpg,24.956691,67.062667,0,,,0,12,75500,4,pizza-studio,4555,15305,https://foodpanda.pk/restaurant/t1jw/pizza-studio,AFTAB ALAM,+923212910993,+923212910993,restaurants,dine_in,true,false,false,true,true,false,false,false
